0.73 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0.0006 0.015 0.12 0.082 0.146 3  
0.24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00025 0.03 0.143 0.133 0.108 3  
0.47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0019 0.024 0.102 0.131 0.078 3  
0.64 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0009 0.017 0.077 0.09 0.085 3  
0.23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00025 0.026 0.139 0.09 0.153 3  
0.69 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00025 0.016 0.086 0.07 0.123 3  
0.85 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00025 0.023 0.128 0.104 0.121 3  
0.48 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00208 0.02 0.086 0.078 0.11 3  
0.67 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0013 0.024 0.087 0.109 0.08 3  
0.76 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0001 0.029 0.124 0.128 0.097 3  
0.62 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0.011 0.008 0.073 0.074 0.098 2  
0.18 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0.0001 0.023 0.098 0.085 0.115 3  
0.59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0008 0.023 0.094 0.099 0.09475 3  
0.49 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0006 0.023 0.113 0.102 0.111 3  
0.53 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0.0023 0.02 0.063 0.095 0.066 3  
0.39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0001 0.018 0.09 0.071 0.126 3  
0.39 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.0006 0.02 0.114 0.1 0.114 3  
0.65 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0.0016 0.018 0.078 0.092 0.085 3  
0.64 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.032 0.014 0.085 0.116 0.071 3  
0.5 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0.061 0.0096 0.013 0.116 0.011 1  
0.76 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0001 0.0208 0.098 0.101 0.097 3  
0.62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0037 0.0206 0.086 0.091 0.095 3  
0.63 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0.00189 0.0206 0.11118 0.099 0.11207 3  
0.53 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0.0006 0.026 0.136 0.119 0.114 3  
0.62 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00208 0.0208 0.087 0.093 0.094 3  
0.77 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0009 0.024 0.1 0.08 0.124 3  
0.77 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0008 0.014 0.124 0.12 0.103 3  
0.78 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0.025 0.009 0.05 0.084 0.06 1  
0.27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0005 0.013 0.108 0.079 0.137 3  
0.57 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00189 0.0206 0.11118 0.099 0.11207 3  
0.28 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0.00189 0.0206 0.11118 0.099 0.11207 3  
0.72 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0003 0.006 0.12 0.104 0.113 3  
0.22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0005 0.017 0.083 0.086 0.097 3  
0.22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0009 0.025 0.11 0.1 0.11 3  
0.33 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0004 0.022 0.09 0.098 0.091 3  
0.44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0009 0.018 0.119 0.098 0.12 3  
0.31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0001 0.032 0.207 0.157 0.132 3  
0.38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0013 0.028 0.122 0.11 0.111 3  
0.38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00959 0.048 0.168 0.028 0.612 3  
0.38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0079 0.0469 0.123 0.028 0.445 3  
0.2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00189 0.0206 0.11118 0.099 0.11207 3  
0.72 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.0001 0.025 0.18 0.083 0.217 3  
0.78 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0.0001 0.006 0.07 0.09 0.177 3  
0.61 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0.00979 0.004 0.081 0.064 0.126 2  
0.38 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0001 0.015 0.106 0.079 0.134 3  
0.83 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0029 0.014 0.095 0.081 0.118 3  
0.53 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0014 0.019 0.104 0.093 0.112 3  
0.66 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0001 0.018 0.108 0.071 0.151 3  
0.53 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0001 0.0206 0.129 0.108 0.119 3  
0.5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.004 0.0206 0.12 0.08 0.15 3  
0.49 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0005 0.018 0.086 0.082 0.105 3  
0.55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0001 0.018 0.103 0.091 0.113 3  
0.31 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0.00189 0.03 0.158 0.101 0.156 3  
0.54 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0.0004 0.0206 0.06 0.087 0.069 3  
0.54 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0.0001 0.019 0.102 0.093 0.11 3  
0.61 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.022 0.091 0.087 0.105 3  
0.49 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0001 0.013 0.082 0.1 0.082 3  
0.28 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.0001 0.018 0.085 0.078 0.109 3  
0.55 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00005 0.028 0.189 0.166 0.114 3  
0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00189 0.028 0.103 0.1 0.103 3  
0.28 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00005 0.016 0.091 0.088 0.103 3  
0.63 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0003 0.008 0.074 0.085 0.087 3  
0.59 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0.00005 0.036 0.094 0.102 0.092 3  
0.67 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0.00208 0.02 0.083 0.096 0.087 3  
0.86 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00005 0.02 0.079 0.062 0.126 3  
0.72 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.017 0.093 0.078 0.119 3  
0.78 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0024 0.013 0.087 0.089 0.097 3  
0.72 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0016 0.022 0.107 0.112 0.096 3  
0.72 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0.00189 0.032 0.11118 0.099 0.11207 3  
0.27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0019 0.015 0.104 0.099 0.10483 3  
0.62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0026 0.0208 0.079 0.089 0.09 3  
0.62 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0014 0.039 0.097 0.084 0.115 3  
0.65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002 0.026 0.134 0.099 0.136 3  
0.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0002 0.026 0.08 0.084 0.095 3  
0.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0008 0.023 0.124 0.104 0.118 3  
0.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0023 0.018 0.122 0.085 0.144 3  
0.57 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0003 0.0208 0.122 0.082 0.15 3  
0.57 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001 0.022 0.079 0.07 0.114 3  
0.47 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0003 0.0208 0.099 0.085 0.117 3  
0.58 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0008 0.022 0.096 0.086 0.111 3  
0.58 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00005 0.019 0.123 0.099 0.124 3  
0.36 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0003 0.011 0.069 0.06 0.114 3  
